stt,name,business_id,website,email,phone,address,postal_code,city,province,keyword,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url
3300,Silta Monitori Oy,2497646-2,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-3,,,https://www.finder.fi/yritys/2721618
3301,Simons Henkilöstöpalvelut Oy,3170818-3,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3537121
3302,Sins Rent And Renovation Oy,3563767-7,,,,,,Kuhmo,Kainuun maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4234436
3303,Sk Peak Oy,3448509-3,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4110781
3304,Skay Palvelut Oy,3597319-5,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4272361
3305,Sks Consulting Oy,3131762-5,,,,,,Kerava,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,100,,-4,,,https://www.finder.fi/yritys/3424714
3306,Slrh Logistics Osk,2613808-3,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,18,2,-5,,,https://www.finder.fi/yritys/2884424
3307,Smart Engineering Oy,3215702-9,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3593783
3308,Smart Work Technologies Oy,3441379-4,,,,,,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,47120,Muu erikoistumaton vähittäiskauppa,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4101260
3309,Solo Health Specialists Oy,3085390-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,3,,,https://www.finder.fi/yritys/3325143
3310,Soorebane Oy,2646725-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,7,,,,,https://www.finder.fi/yritys/3033311
3311,Spectal Ky,2202416-9,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/1949971
3312,Spnk Group Oy,3284822-5,,,,,,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3817346
3313,Sr 2 Hel Oy,3007415-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,,,,https://www.finder.fi/yritys/3307495
3314,Staff & Crew Europe Oy,3147824-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3503461
3315,Staff-Ax Ab,3275353-3,,,,,,Sund,Ahvenanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,6,1,,,,https://www.finder.fi/yritys/3792738
3316,StaffGroup Oy,3312615-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3865796
3317,StaffOne Oy,2548218-1,,,,,,Hamina,Kymenlaakson maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2,,-19,,,https://www.finder.fi/yritys/3018603
3318,Staffed Oy,3525235-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4195041
3319,Staffer IT Oy,3321727-3,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3881041
3320,StarGroup Oy,3182998-9,,,,,,Imatra,Etelä-Karjalan maakunta,Henkilöstövuokraus,46180,Muu erikoistunut agentuuritoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3557507
3321,Staraikon Oy,1630546-6,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,74,1,-3,,,https://www.finder.fi/yritys/879059
3322,Stt Fullfill Osuuskunta,2401060-9,,,,,,Tuusniemi,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,12,,-5,,,https://www.finder.fi/yritys/2539308
3323,StuRent Oy,3247505-1,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3692867
3324,Stv Palvelut Oy,3162999-5,,,,,,Lappeenranta,Etelä-Karjalan maakunta,Henkilöstövuokraus,43320,Rakennuspuusepän asennustyöt,Henkilöstövuokraus,Osakeyhtiö,7,,3,,,https://www.finder.fi/yritys/3521964
3325,Subich Group Oy,3359340-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4001796
3326,Sublia Oy,3513306-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4183286
3327,Subsea loadout OY,3350020-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,68201,Asuntojen vuokraus,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3988661
3328,Sunborn Helsinki Personell Oy,2989809-6,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3278644
3329,Suomen Ahertajat Ky,3456007-3,,,,,,Joensuu,Pohjois-Karjalan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/4122033
3330,Suomen Dronekuvaus Ky,2149237-4,,,,,,Loppi,Kanta-Hämeen maakunta,Henkilöstövuokraus,74200,Valokuvaustoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/1646329
3331,Suomen Frisbeevalmennus Oy,2207865-0,,,,,,Salo,Varsinais-Suomen maakunta,Henkilöstövuokraus,69201,"Laskentatoimi, kirjanpito ja veroneuvonta",Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/1950823
3332,Suomen GTM Osuuskunta,2923723-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,3590,,-18,,,https://www.finder.fi/yritys/3234248
3333,Suomen Henkilö Osuuskunta,2559462-6,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,,,-1,,,https://www.finder.fi/yritys/2851302
3334,Suomen HenkilöstöTaitajat Oy,3427401-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,85,,16,,,https://www.finder.fi/yritys/4084482
3335,Suomen Kevytyrittäjät Oy,3307764-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,70200,Liikkeenjohdon konsultointi,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3858058
3336,Suomen Konepalvelu Oy,3210952-9,,,,,,Mäntsälä,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,143,,8,,,https://www.finder.fi/yritys/3589382
3337,Suomen Konsultti ja Työnvälityspalvelu Oy,2164816-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,70200,Liikkeenjohdon konsultointi,Henkilöstövuokraus; Konsultointipalvelut,Osakeyhtiö,1,2,-3,,,https://www.finder.fi/yritys/1703191
3338,Suomen Luottojätkät Oy,1523275-2,,,,,,Nurmijärvi,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,3,,,https://www.finder.fi/yritys/522645
3339,Suomen Lähihoiva Oy,3259461-6,,,,,,Pori,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3761957
3340,Suomen Uusiopelletti Oy,3433315-3,,,,,,Jämsä,Keski-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-2,,,https://www.finder.fi/yritys/4092050
3341,Suomen Varhaiskasvatuspalvelut Oy,3315188-4,,,,,,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3870449
3342,Suomen Vuokrauspalvelut Oy,2126282-7,,,,,,Nurmijärvi,Uudenmaan maakunta,Henkilöstövuokraus,81210,Kiinteistöjen siivous,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/2089732
3343,Suunta Health Oy,3283113-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3813839
3344,Sworkers Oy,3315115-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3870089
3345,Sydänto Oy,3378917-5,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4026793
3346,Syke Terveys Oy,3364912-1,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-9,,,https://www.finder.fi/yritys/4008226
3347,T.Särkelä,3262834-5,,,,,,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3768419
3348,T.T. Työmaatulos Oy,1781128-0,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,-14,1,-52,,,https://www.finder.fi/yritys/545447
3349,T:mi Cinnanova,1656290-5,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1514669
3350,T:mi Jaakko Lehtola,1373035-2,,,,,,Nurmijärvi,Uudenmaan maakunta,Henkilöstövuokraus,42110,Teiden ja moottoriteiden rakentaminen,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3158688
3351,T:mi Jarmo K. Tiilikainen,2313190-0,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2300530
3352,T:mi Karhupuiston Grilli,1907885-2,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,56112,Pikaruokaravintolat ja ruokakioskit,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2577959
3353,T:mi Marja Koski,2545498-1,,,,,,Lohja,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2794847
3354,T:mi Monialamarko,2464846-9,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2665596
3355,T:mi P. Lostedt,2282565-2,,,,,,Siuntio,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2258476
3356,T:mi Rintaoja Seppo,2705609-8,,,,,,Kurikka,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3091959
3357,T:mi Risto Valtavirta,2335503-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2300567
3358,T:mi Susanna Ahonen,2231343-8,,,,,,Laukaa,Keski-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2090820
3359,T:mi Velkkis,2378518-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2483025
3360,TA Tiimi,2439935-1,,,,,,Rovaniemi,Lapin maakunta,Henkilöstövuokraus,,,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2630825
3361,TAF People Oy,2760152-7,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3125273
3362,TAJ Consult,2347063-8,,,,,,Maarianhamina,Ahvenanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2357693
3363,TBC Consulting Oy,3382560-7,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4031447
3364,TH Actions Oy,3182913-7,,,,,,Huittinen,Satakunnan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,13,1,9,,,https://www.finder.fi/yritys/3557456
3365,TK Workers Oy,3168923-4,,,,,,Tuusula,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,48,1,-1,,,https://www.finder.fi/yritys/3530447
3366,TM Corporation Oy,3472999-1,,,,,,Janakkala,Kanta-Hämeen maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4136704
3367,TMI Harri Hämynen,1661685-4,,,,,,Järvenpää,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3247810
3368,TMI Käiväräinen Kalevi,1812922-4,,,,,,Salo,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3279477
3369,TPD Services Oy,2183239-1,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,49420,Muuttopalvelut,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/1887411
3370,TS Machines,2406899-0,,,,,,Kauhajoki,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2556112
3371,TT Työvoiman Toimipiste Oy,2839800-6,,,,,,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3177282
3372,TT-Trans Oy,3016005-6,,,,,,Kuopio,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3317025
3373,TaJuTec Oy,2487013-1,,,,,,Sastamala,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,426,3,-31,,,https://www.finder.fi/yritys/2704549
3374,Tacticus Ab Ltd,3305851-6,,,,,,Maarianhamina,Ahvenanmaan maakunta,Henkilöstövuokraus,56210,Tapahtumien catering-palvelut,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3854729
3375,Tahtoa Oy,3367525-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,235,,12,,,https://www.finder.fi/yritys/4011508
3376,Taksi Kari Åkerlund,3312504-5,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3865744
3377,Taldea Oy,3375845-9,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4022751
3378,Talvi Holding Oy,3088785-3,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",Henkilöstövuokraus,Osakeyhtiö,491,1,83,,,https://www.finder.fi/yritys/3329699
3379,Tammikartano Oy,3261211-6,,,,,,Kirkkonummi,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3765233
3380,Tamseco Oy,3451002-5,,,,,,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4,1,-2,,,https://www.finder.fi/yritys/4113214
3381,TanTin-palvelut Oy,3363262-9,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,2,,,https://www.finder.fi/yritys/4006348
3382,Tapahtuma Kimi Oy,2775124-2,,,,,,Lahti,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3137354
3383,Target Mission Oy,3233502-4,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3651609
3384,Tarivo Baltic OÜ sivuliike Suomessa,2205503-7,,,,,,Ulkomaat,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,,,,,,https://www.finder.fi/yritys/1950256
3385,Taso Team,2078353-2,,,,,,Vihti,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3315174
3386,Team Kypro,2469695-4,,,,,,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2674573
3387,Technology Recruitment Labs Oy,2701542-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,-6,,,https://www.finder.fi/yritys/3088742
3388,Tek Team Oy,2925713-3,,,,,,Ii,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3235622
3389,Telineservice Oü sivuliike Suomessa,2441084-8,,,,,,Ulkomaat,,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Ulkom.elinkeinonharj.sivuliike,,,,,,https://www.finder.fi/yritys/2631406
3390,Tempo kuljetus Oy,3196393-4,,,,,,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3572489
3391,Tera 2b Oy,3015132-8,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3316062
3392,Terveysline Oy,3332011-5,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3966191
3393,Terveyslinna Oy,3379761-8,,,,,,Kempele,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,2,,,https://www.finder.fi/yritys/4027641
3394,Terveystalo Tactus Oy,2913588-1,,,,,,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3226655
