stt,ten_cong_ty,trang_thai_khop,ten_chinh_thuc_rekvizitai,ma_so_doanh_nghiep,ma_so_thue_vat,so_dien_thoai,email,website,nguoi_dai_dien,chuc_vu,so_nhan_vien,dia_chi_dang_ky,thanh_pho_dang_ky,ma_buu_chinh_dang_ky,nganh_nghe_dang_ky,rekvizitai_url,ma_phe_duyet_traces,so_luong_nganh_cap_phep,cac_nganh_hoat_dong,cac_hoat_dong_chi_tiet,dia_chi_traces,thanh_pho_traces,vung_tinh_traces,quoc_gia,tag_doanh_nghiep_maps,facebook_url,dia_chi_maps,nguon_enrich
514,UAB Vadus,NO_MATCH,,,,,,,,,,,,,,,190011701,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Pramonės pr. 16F, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
515,UAB Vesta inter,MATCH,"Vesta-Inter, UAB",132000618,LT320006113,+370 676 20792,,,Laima Stanislovaitienė,direktorė,7,"Smėlio g. 14, Jančių k., Šakių r.",Šakių r.,LT-71229,"Šaldyti maisto produktai; Maisto gamyba; Maisto produktai; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/vesta_inter/,19-02,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant; MM - Minced Meat Plant,"Ateities pl.34, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
516,UAB Vievio paukštynas,NO_MATCH,,,,,,,,,,,,,,,LT 42-06,1,EEP (Eggs and egg products),EPC - Egg-packing Centre,"Paukštyno g. 9, Ausieniškės k. Elektrėnų sav. Lietuva",Ausieniškių k.,Vilnius County,Lithuania,,,,
517,UAB Vikonas,MATCH,"UAB ""Vikonas""",302648187,LT100006279719,+370 686 21802,,,Vladas Gindrėnas,direktorius,40,"Vilniaus g. 3, Anykščiai",Anykščiai,LT-29145,"Daržininkystė, sodininkystė; Grūdininkystė",https://rekvizitai.vz.lt/imone/vikonas/,LT 34-02 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Panevėžio g. 3B, Janušavos km., Kavarsko sen., Anykščių raj",Janušava,Utena County,Lithuania,,,,
518,UAB Vilniaus Citma,MATCH,"Vilniaus citma, UAB",126099193,LT260991917,+370 5 2603204,,http://www.citma.lt,Rokas Rudenka,direktorius,55,"Kirtimų g. 57A, LT-02244 Vilnius",Vilnius,LT-02244,"Didmeninė prekyba; Daržininkystė, sodininkystė; Žemės ūkis, paslaugos",https://rekvizitai.vz.lt/imone/vilniaus_citma/,LT 01-34,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,Kirtimų g. 57A,Vilnius,Vilnius County,Lithuania,,,,
519,UAB Vilniaus bakalėja,MATCH,"Vilniaus bakalėja, UAB",121574145,LT215741417,+370 5 2641991,,http://www.vbakaleja.lt,Jurij Sergejev,generalinis direktorius,11,"Kirtimų g. 47B, LT-02244 Vilnius",Vilnius,LT-02244,"Sandėliavimas; Muitinių paslaugos, muitinės; Nekilnojamasis turtas; Patalpų nuoma",https://rekvizitai.vz.lt/imone/vilniaus_bakaleja/,LT 01-08 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,Kirtimų g. 47,Vilnius,Vilnius County,Lithuania,,,,
520,UAB Vilnė,MATCH,"UAB ""Vilnė""",301925560,LT100004336812,+370 629 59990,,https://www.mesostiekejas.lt/,Valentas Totoris,direktorius,11,"Kirtimų g. 57D-101, LT-02244 Vilnius",Vilnius,LT-02244,Maisto produktai,https://rekvizitai.vz.lt/imone/uab_vilne/,01-53,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Kirtimų g. 57D-101, Vilnius",Vilnius,Vilnius County,Lithuania,,,,
521,UAB Vingės Transsphere logistika,MATCH,"VINGĖS TRANSSPHERE LOGISTIKA, UAB",300099373,LT100002052118,+370 528 40000,,http://www.vtlogistika.lt,Viktor Adamaitis,,61,"Logistikos g. 2, Sausių k., LT-21401 Trakų r.",Trakų r.,LT-21401,"Logistikos paslaugos; Muitinių paslaugos, muitinės; Sandėliavimas; Transporto paslaugos",https://rekvizitai.vz.lt/imone/uab_vinges_transsphere_logistika/,LT 79-02 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,"2 SAUSIU K, LENTVARIS",Vilniškės,Vilnius County,Lithuania,,,,
522,UAB Vipita,MATCH,"Vipita, UAB",303174564,LT100008135218,+370 655 62702,,http://www.vipita.lt,Benas Puišys,,5,"Šv. Florijono g. 17, Pravieniškių k., LT-56369 Kaišiadorių r.",Kaišiadorių r.,LT-56369,Atliekų tvarkymas; Trąšos,https://rekvizitai.vz.lt/imone/vipita/,190011178,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
523,UAB Vičiūnai ir partneriai,MATCH,"Vičiūnai ir partneriai, UAB",171757754,LT717577515,+370 448 73170,,http://www.vici.eu,Artūras Rudgalvis,,725,"Birutės g. 50, LT-90112 Plungė",Plungė,LT-90112,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/viciunai_ir_partneriai/,68-11; 520001874; 190011862,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | WM - Wholesale Market,Birutės g. 48,Plungė,Telsiai County,Lithuania,,,,
524,UAB Voveriškiai LT,MATCH,"Voveriškiai LT, UAB",304777992,LT100011712314,+370 687 23559,,,Vladas Damonskis,direktorius,12,"Ringuvos g. 6, Voveriškių k., Šiaulių r.",Šiaulių r.,LT-77194,"Mėsa, mėsos produktai; Gamyba; Kita veikla",https://rekvizitai.vz.lt/imone/madnas/,LT91-03,1,RPM (Meat products),PP - Processing Plant,"Ringuvos g. 6, Voveriškių kaimas, Šiaulių rajonas",Voveriškių k.,Siauliai County,Lithuania,,,,
525,UAB Vytas ir KO,MATCH,"Vytas ir Ko, UAB",300007880,LT100000862014,+370 656 54073,,,Vytautas Berankis,,4,"Taikos pr. 96, Kaunas",Kaunas,LT-51178,Maisto produktai; Didmeninė prekyba,https://rekvizitai.vz.lt/imone/vytas_ir_ko/,190010758,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Taikos pr. 94, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
526,UAB Zeinarus,MATCH,"Zeinarus, UAB",211822860,LT118228610,+370 699 60000,,,Dilara Zeynalova,,1,"Panerių g. 51, LT-03160 Vilnius",Vilnius,LT-03160,"Maisto produktai; Didmeninė prekyba; Laivų remontas, statyba; Statybinės medžiagos",https://rekvizitai.vz.lt/imone/uab_zeinarus/,190011743,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Europos pr. 36, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
527,UAB Zūbiškių konservai,MATCH,"Zūbiškių konservai, UAB",304410665,LT100013459110,+370 604 34885,,,Rūta Kriaučiūnaitė-Jaromin,direktorė,3,"Kaštonų g. 5, Zūbiškių k., Kaišiadorių r.",Kaišiadorių r.,LT-56394,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/zubiskiu_konservai/,49-13,2,GM (Meat of farmed game) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Kaštonų g. 3, Zūbiškės, Palemonės sen., Kaišiadorių raj.",Zūbiškės,Kaunas County,Lithuania,,,,
528,UAB jFish,MATCH,"jFish, UAB",302622018,LT100006150311,+370 699 34741,,http://www.šamas.lt,,,,"Vingio g. 13, Naujųjų Muniškių k., Kauno r.",Kauno r.,LT-54317,"Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/jfish/,52-19,1,FFP (Fishery products - EU),PP - Processing Plant,"Vingio g. 13, Naujieji Muniškiai, Kauno r.",Naujieji Muniškiai,Kaunas County,Lithuania,,,,
529,UAB Šaldymo technologijos,MATCH,"UAB ""Šaldymo technologijos""",148239580,LT482395811,+370 685 34255,,http://www.saldymotechnologijos.lt,Tomas Taminskas,,14,"Nausodės g. 33, Paviešečių k., LT-38366 Panevėžio r.",Panevėžio r.,LT-38366,"Šaldymo įrenginiai; Gamyba; Pramonės įrengimai; Vėdinimas, kondicionavimas",https://rekvizitai.vz.lt/imone/uab_saldymo_technologijos/,LT66-08 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,"Nausodės g. 33, Paviešečių k., Panevėžio r.",Paviešečiai,Panevezys County,Lithuania,,,,
530,UAB Šerno pėda,MATCH,"UAB ""ŠERNO PĖDA""",302718511,LT100006640712,+370 620 59227,,http://www.sernopeda.lt,Laura Viriūnė,direktorė,20,"Stoties g. 42, LT-35106 Panevėžys",Panevėžys,LT-35106,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/serno_peda/,LT27-07 EB,1,RPM (Meat products),PP - Processing Plant,"Stoties g. 42, LT-35106, Panevėžys",Panevežys,Panevezys County,Lithuania,,,,
531,UAB Švaistūnas,MATCH,"Švaistūnas, UAB",133724460,LT337244610,+370 685 47681,,http://www.svaistunas.lt,Alina Kairytė,,12,"P. Lukšio g. 58, LT-49349 Kaunas",Kaunas,LT-49349,"Maisto produktai; Didmeninė prekyba; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/svaistunas/,19-08,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | CP - Cutting Plant | PP - Processing Plant,"Vandžiogalos pl. 98, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
532,UAB Žemaira,MATCH,"Žemaira, UAB",162534510,LT625345113,+370 427 57318,,,Aušra Stanelienė,,10,"Žemaitės g. 18a, Užventis, LT-86343 Kelmės r.",Kelmės r.,LT-86343,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/zemaira/,LT 54-17,1,RPM (Meat products),PP - Processing Plant,"Žemaitės g.18a, Užvenčio mstl., Užvenčio sen., Kelmės r. sav., LT-86343",Kelmė,Siauliai County,Lithuania,,,,
533,UAB Žemaitijos pienas,MATCH,"ŽEMAITIJOS PIENAS, AB",180240752,LT802407515,+370 444 22201,,http://www.zpienas.lt,Robertas Pažemeckas,generalinis direktorius,1304,"Sedos g. 35, LT-87101 Telšiai",Telšiai,LT-87101,"Maisto produktai; Gamyba; Kavinės, klubai, barai, restoranai; Pienas, pieno produktai",https://rekvizitai.vz.lt/imone/zemaitijos_pienas/,LT 01-12,1,GEN (General activity establishment - EU),CS - Cold Stores; RW - Re-wrapping Establishment; WM - Wholesale Market,Algirdo g. 40/13,Vilnius,Vilnius County,Lithuania,,,,
534,UAB Žuvies šaldytuvai,MATCH,"Žuvies šaldytuvai, UAB",124963543,LT249635413,+370 5 2640753,,http://zsaldytuvai.lt,Juozas Varna,direktorius,12,"V. A. Graičiūno g. 22, LT-02241 Vilnius",Vilnius,LT-02241,Šaldymo įrenginiai; Didmeninė prekyba; Sandėliavimas,https://rekvizitai.vz.lt/imone/zuvies_saldytuvai/,LT 01-21,1,GEN (General activity establishment - EU),CS - Cold Stores,V.A. Graičiūno g. 22,Vilnius,Vilnius County,Lithuania,,,,
535,UAB „Gardama“,MATCH,"Gardama, UAB",303097751,LT100008012414,+370 685 05319,,,Arvidas Apulskis,direktorius,11,"Liepų g. 2, Gardamas, LT-99417 Šilutės r.",Šilutės r.,LT-99417,"Mėsa, mėsos produktai; Gamyba",https://rekvizitai.vz.lt/imone/gardama/,LT 88-07 EB,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant | CS - Cold Stores | CP - Cutting Plant | PP - Processing Plant,"Liepų g. 2, Gardamas, LT-99417 Šilutės r.",Gardamas,Klaipeda County,Lithuania,,,,
536,UAB „Gilanda“,MATCH,"Gilanda, UAB",177136875,LT771368716,+370 441 46469,,,Modestas Vilkas,direktorius,30,"Šilojų g. 2A, Traksėdžių k., LT-99106 Šilutės r.",Šilutės r.,LT-99106,Maisto parduotuvės; Mažmeninė prekyba; Šaldyti maisto produktai,https://rekvizitai.vz.lt/imone/gilanda/,LT 88-03 EB,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Šilojų g. 2A, Traksėdžių k., LT-99106 Šilutės r.",Traksėdžiai,Klaipeda County,Lithuania,,,,
537,UAB „Jūros Vėjas“,MATCH,"UAB ""Jūros Vėjas""",252736240,LT100002351815,+370 698 18363,,http://jurosvejas.lt,Ramūnas Kriščiūnas,direktorius,28,"Melioratorių al. 7-12, LT-99145 Šilutė",Šilutė,LT-99145,"Žuvininkystė, žuvies produktai; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/uab_juros_vejas/,LT 88-06 EB,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),FFPP - Fresh Fishery Products Plant | CS - Cold Stores,"K. Donelaičio g. 9F, Rusnė, LT-99344, Šilutės r. sav.",Rusnė,Klaipeda County,Lithuania,,,,
538,UAB „Kintai“,MATCH,"Kintai, UAB",177155847,LT771558410,+370 441 47339,,http://www.kintai.lt,Rimgaudas Višinskas,,48,"Kuršių g. 11, Kintai, LT-99358 Šilutės r.",Šilutės r.,LT-99358,"Žuvininkystė, žuvies produktai; Kaimo turizmas; Viešbučiai, moteliai; Žūklės ir medžioklės reikmenys, paslaugos",https://rekvizitai.vz.lt/imone/kintai/,LT 88-05 EB,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),FFPP - Fresh Fishery Products Plant; PP - Processing Plant | CS - Cold Stores,"Povilų g. 1, Povilai, Kintų sen., LT- 99360, Šilutės r. sav.,",Povilai,Klaipeda County,Lithuania,,,,
539,UAB „Marlinas“ žuvų perdirbimo laivą „VILKAS“,NO_MATCH,,,,,,,,,,,,,,,LT 21-40 EB,1,FFP (Fishery products - EU),FV - Factory Vessel; ZV - Freezer Vessel,"Pylimo g. 4, Klaipėda",Klaipėda,Klaipeda County,Lithuania,,,,
540,UAB „Pas Virgą“,MATCH,"UAB ""Pas Virgą""",302724140,LT100006683713,+370 614 65760,,,Virginija Kišonienė,direktorė,10,"Pergalės a. 2, Žemaičių Naumiestis, Šilutės r.",Šilutės r.,LT-99206,"Mėsa, mėsos produktai; Kavinės, klubai, barai, restoranai; Maisto parduotuvės; Maisto produktai",https://rekvizitai.vz.lt/imone/pas_virga/,LT 88-09 EB,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates)",MP - Meat Preparation Plant; MM - Minced Meat Plant | CP - Cutting Plant,"Pergalės a. 2, Žemaičių Naumiestis, LT-99206 Šilutės r.",Žemaičių Naumiestis,Klaipeda County,Lithuania,,,,
541,"UAB, PRODINVEST EU",NO_MATCH,,,,,,,,,,,,,,,130016966,1,GEN (General activity establishment - EU),CS - Cold Stores,"Nemėžio sen., Kupriotiškės, Terminalo g. 6",Vilnius,Vilnius County,Lithuania,,,,
542,"UAB,,D. Gelombickienė ir partneriai""",NO_MATCH,,,,,,,,,,,,,,,LT49-03EB,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant | PP - Processing Plant,"Šlaito aklg. 2, Rumšiškių mstl., Kaišiadorių r. sav.",Dovainonys,Kaunas County,Lithuania,,,,
543,"UAB“Aisytės Mėsinė""",MATCH,"Aisytės mėsinė, UAB",303472913,LT100009029313,+370 659 40267,,,Arūnas Toleikis,direktorius,7,"V. Kudirkos g. 4A, Šilalė",Šilalė,LT-75135,Maisto produktai; Gamyba,https://rekvizitai.vz.lt/imone/aisytes_mesine/,LT88-08 EB,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | RPM (Meat products)",MP - Meat Preparation Plant | CS - Cold Stores | CP - Cutting Plant | PP - Processing Plant,"Klaipėdos apskr., Šilutės r. sav., Saugų sen., Sakūtėliai, Žolynų g. 8",Sakūtėliai,Klaipeda County,Lithuania,,,,
544,UAB“Rusnės Žuvis“,MATCH,UAB Rusnes žuvis,177245668,LT772456610,+370 632 74781,,http://rusneszuvis.lt/,,,47,"Kūdros g. 27, Grabupių k., LT-99152 Šilutės r.",Šilutės r.,LT-99152,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/pamario_zuvys_s_puidoko_ii/,LT88-02 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Kūdros g. 27, Grabupių k., Šilutės r.sav.",Grabupiai,Klaipeda County,Lithuania,,,,
545,"Utenos prekyba, UAB",MATCH,"Utenos prekyba, UAB",183738929,LT837389219,+370 389 54869,,http://www.utenosprekyba.lt,Robertas Miliauskas,direktorius,316,"Maironio g. 2, LT-28241 Utena",Utena,LT-28241,"Maisto parduotuvės; Kavinės, klubai, barai, restoranai",https://rekvizitai.vz.lt/imone/utenos_r_vartotoju_kooperatyvas/,82-03,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MM - Minced Meat Plant | PP - Processing Plant,Molėtų g. 72,Utena,Utena County,Lithuania,,,,
546,"Uždaroji akcinė bendrovė ""Birvėtos tvenkiniai""",NO_MATCH,,,,,,,,,,,,,,,LT45-02EB,1,FFP (Fishery products - EU),FFPP - Fresh Fishery Products Plant,"Kalno g.65, Dysnos k., Didžiasalio sen., Ignalinos r. sav., LT-30151",Dysna,Utena County,Lithuania,,,,
547,"Uždaroji akcinė bendrovė ""Romnesa""",NO_MATCH,,,,,,,,,,,,,,,LT45-10EB,1,"CAS (Treated stomachs, bladders and intestines: casings only)",PP - Processing Plant,"Liepų g.4, Ceikinių k., Ceikinių  sen., Ignalinos r.sav, LT-30185",Ceikiniai,Utena County,Lithuania,,,,
548,V. Baliūno individuali įmonė,MATCH,V. Baliūno įmonė,168620838,LT686208314,+370 656 49072,,,Vytautas Baliūnas,,17,"Durpyno g. 6, Paežerio I k., LT-38445 Panevėžio r.",Panevėžio r.,LT-38445,"Mėsa, mėsos produktai; Gamyba; Maisto parduotuvės; Maisto produktai",https://rekvizitai.vz.lt/imone/v_baliuno_imone/,LT 66-21 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Durpyno g.6, Paežerio k., Panevėžio r.",Paežerys I,Panevezys County,Lithuania,,,,
549,V. Kartenio firma „Elektrėnų mėsa“,NO_MATCH,,,,,,,,,,,,,,,LT 79-20,3,RM (Meat of domestic ungulates) | GM (Meat of farmed game) | RPM (Meat products),SH - Slaughterhouse | PP - Processing Plant,"Elektrėnų sav., Kietaviškių sen., Obenių k.",Obeniai,Vilnius County,Lithuania,,,,
550,V. Urbono Mėsos Gamybos Įmonė,MATCH,"V. Urbono mėsos gamybos įmonė, IĮ",163316913,LT633169113,+370 46 446747,,,Vytautas Urbonas,,3,"Taikos g. 9, Kretingalė, LT-96330 Klaipėdos r.",Klaipėdos r.,LT-96330,"Maisto produktai; Gamyba; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/v_urbono_mesos_gamybos_imone/,LT 55-24 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Verslo g. 11, Kretingalė, LT- 96332 Klaipėdos r.",Kretingalė,Klaipeda County,Lithuania,,,,
551,V. Vinckevičiaus PĮ,NO_MATCH,,,,,,,,,,,,,,,LT 79-004 V,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant; MM - Minced Meat Plant,Trakų g. 13,Rūdiškės,Vilnius County,Lithuania,,,,
552,V.Kavoliūnienės įmonė,MATCH,"V. Kavoliūnienės įmonė, UAB",157022832,LT100002945516,+370 610 08126,,,Veronika Kavoliūnienė,direktorius,,"Prauliai, LT-55461 Jonavos r.",Jonavos r.,LT-55461,"Mėsa, mėsos produktai; Gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/v_kavoliunienes_imone/,46-06,1,RPM (Meat products),PP - Processing Plant,"Kauno apskr., Jonavos r. sav., Šilų sen., Praulių k., Saulės g. 20",Prauliai,Kaunas County,Lithuania,,,,
553,VALERIJOS DUKNAUSKIENĖS IĮ,NO_MATCH,,,,,,,,,,,,,,,LT 81-301M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Aušros g. 31,Ukmergė,Vilnius County,Lithuania,,,,
554,VESTEY FOODS BALTICS UAB,MATCH,"UAB ""Vestey Foods Baltics""",302251164,LT100004437716,+370 698 85636,,,Virginijus Šlakaitis,,14,"Kėdainių g. 25, Panevėžys",Panevėžys,LT-36266,"Mėsa, mėsos produktai; Maisto parduotuvės; Maisto produktai",https://rekvizitai.vz.lt/imone/uab_vestey_foods_baltics/,LT 27-11 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,Kėdainių g. 25,Panevėžys,Panevezys County,Lithuania,,,,
555,VG MARINE FOODS UAB,MATCH,"VG Marine Foods, UAB",302629799,LT100006646315,+370 37 068641,,,Marius Klimas,,12,"Birutės skg. 10, Macenių k., LT-90100 Plungės r.",Plungės r.,LT-90100,Maisto produktai; Gamyba,https://rekvizitai.vz.lt/imone/salmon_lt/,68-17; 302629799,2,FFP (Fishery products - EU) | GEN (General activity establishment - EU),PP - Processing Plant | WM - Wholesale Market,"Birutės skrg. 10, Macenių k., Nausodžio sen., Plungės r. sav.",Maceniai,Telsiai County,Lithuania,,,,
556,VILNIAUS TRANZITAS; UAB,MATCH,"Vilniaus tranzitas, UAB",222618510,LT226185113,+370 5 2306672,,http://www.vtranzitas.lt,Minautas Petronis,,145,"Jurgio Dobkevičiaus g. 7, LT-02189 Vilnius",Vilnius,LT-02189,Logistikos paslaugos; Nekilnojamasis turtas; Sandėliavimas,https://rekvizitai.vz.lt/imone/vilniaus_tranzitas/,01-30,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,J.Dobkevičiaus str. 7,Vilnius,Vilnius County,Lithuania,,,,
557,Vaidanto Jurgelevičiaus įmonė,MATCH,Vaidanto Jurgelevičiaus įmonė,155605081,,+370 699 30218,,,Vaidantas Jurgelevičius,,,"Pusvarsnėlių k. 8, Pusvarsnėlių k., LT-30216 Ignalinos r.",Ignalinos r.,LT-30216,"Mėsa, mėsos produktai; Gamyba; Gyvuliai, žvėrys, paukščiai ir jų veisimas; Maisto produktai",https://rekvizitai.vz.lt/imone/vaidanto_jurgeleviciaus_imone/,LT45-07EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Pusvarsnėliai 8., Linkmenų sen., Ignalinos r. sav., LT-30216",Pusvarsnėliai,Utena County,Lithuania,,,,
558,Vaidos Vinčiauskienės ūkis,NO_MATCH,,,,,,,,,,,,,,,48-027,1,PM (Meat from poultry and lagomorphs),SH - Slaughterhouse,"Žalioji g. 9, Mikalaukos k., Kalvarijos sen., Kalvarijos sav.",Mikalauka,Marijampole County,Lithuania,,,,
559,Valdo Saukaičio IĮ,MATCH,Valdo Saukaičio parduotuvė IĮ,185220351,LT852203515,+370 342 58445,,,Valdas Saukaitis,,9,"Pievų g. 4, Kybartai, LT-70408 Vilkaviškio r.",Vilkaviškio r.,LT-70408,"Maisto produktai; Gamyba; Maisto parduotuvės; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/v_saukaicio_parduotuve/,LT 39-26,1,RPM (Meat products),PP - Processing Plant,"Pievu g. 4, Kybartų k., Kybartų sen., Vilkaviškio r. sav.",Kybartai,Marijampole County,Lithuania,,,,
560,"Van Hessen Lithuania, UAB",NO_MATCH,,,,,,,,,,,,,,,LT 01-17,1,"CAS (Treated stomachs, bladders and intestines: casings only)",PP - Processing Plant,Titnago g. 15,Vilnius,Vilnius County,Lithuania,,,,
561,Vidos Monkevič TŪB Baltupėnai,NO_MATCH,,,,,,,,,,,,,,,LT 29-12,1,RPM (Meat products),PP - Processing Plant,Baltupėnų g. 8,Šiauliai,Siauliai County,Lithuania,,,,
562,Vingės terminalas; UAB,MATCH,"Vingės terminalas, UAB",122770150,LT227701515,+370 5 2394500,,http://www.vingesterminalas.lt,Marius Jadzevičius,,109,"Minsko pl. 202, Bareikiškių k., LT-13176 Vilniaus r.",Vilniaus r.,LT-13176,"Logistikos paslaugos; Muitinių paslaugos, muitinės; Sandėliavimas; Transporto paslaugos",https://rekvizitai.vz.lt/imone/vinges_terminalas/,LT 41-06,1,GEN (General activity establishment - EU),CS - Cold Stores,Minsko pl. 202,Bareikiškiu k.,,Lithuania,,,,
