stt,name,business_id,website,email,phone,address,postal_code,city,cities_all,province,keywords_found,offices_count,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url,tag_doanh_nghiep_maps,dia_chi_maps,nguon_enrich
2738,Karstudio Raimo Siuvatti,1779830-3,,,,,,Oulu,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3137661,,,
2739,Kassun varastomiespalvelut,3165744-3,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3524377,,,
2740,Katalyst Enterprise Oy,2735192-7,,,,,,Jyväskylä,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3110471,,,
2741,Keski-Suomen Teräsbetoni Oy,2753173-3,,,,,,Äänekoski,Äänekoski,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3119998,,,
2742,Kimpal oy,3403285-2,,,,,,Lappeenranta,Lappeenranta,Etelä-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4054556,,,
2743,Kipanova Oy,3354943-8,,,,,,Kirkkonummi,Kirkkonummi,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3995710,,,
2744,Kisälli Henkilöstöpalvelu Oy,1469978-0,,,,,,Lappeenranta,Lappeenranta,Etelä-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/385419,,,
2745,Kivimiesten Osuuskunta,3113973-4,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osuuskunta,94,,-129,,,https://www.finder.fi/yritys/3355007,,,
2746,Klix Work Ab,3157931-8,,,,,,Vöyri,Vöyri,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1,1,2,,,https://www.finder.fi/yritys/3515702,,,
2747,Kokki & Veitsi,1789278-9,,,,,,Vihti,Vihti,Uudenmaan maakunta,Henkilöstövuokraus,1,,,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1949556,,,
2748,Kokkirent,2194992-8,,,,,,Siilinjärvi,Siilinjärvi,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1900886,,,
2749,Konsultointi Ville-Matti Mäkinen,2014503-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,70200,Liikkeenjohdon konsultointi,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/900549,,,
2750,Konto+ Oy,3093563-2,,,,,,Rovaniemi,Rovaniemi,Lapin maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3334845,,,
2751,Konzulov Enterprices,2613446-1,,,,,,,,,Henkilöstövuokraus,1,81100,Kiinteistönhoito,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2880220,,,
2752,Kopla Group Oy,3442632-5,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,155,4,-20,,,https://www.finder.fi/yritys/4102906,,,
2753,Kossi Palvelut Oy,2633778-7,,,,,,Mikkeli,Mikkeli,Etelä-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,50,2,-17,,,https://www.finder.fi/yritys/3023312,,,
2754,Kotilääkäri Liinamaa Oy,3345502-8,,,,,,Nokia,Nokia,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3983580,,,
2755,Kouran palvelut Oy,3274225-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3790800,,,
2756,Kova Solutions Oy,3379994-7,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4027875,,,
2757,Krismak Oy,3509497-5,,,,,,Kouvola,Kouvola,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4178457,,,
2758,Krobber Ky,1081659-9,,,,,,Ranua,Ranua,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2916748,,,
2759,Kuljetuspalvelu R Nurminen,2474884-9,,,,,,Jyväskylä,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2681228,,,
2760,Kultalinja Oy,3187211-9,,,,,,Kouvola,Kouvola,Kymenlaakson maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,17,,-1,,,https://www.finder.fi/yritys/3561874,,,
2761,Kuqi Resources Oy,3241340-8,,,,,,Suomussalmi,Suomussalmi,Kainuun maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3679198,,,
2762,Kuskirentti oy,3321560-6,,,,,,Salo,Salo,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3880588,,,
2763,Kuve Oy,3250743-9,,,,,,Rovaniemi,Rovaniemi,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3718029,,,
2764,Kyky Today Oy,3155816-2,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3515185,,,
2765,Kymppikerho rekrytointipalvelut Oy,3524851-6,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4194575,,,
2766,L & O Kumppanit Ky,2225683-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,49410,Tieliikenteen tavarankuljetus,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2025748,,,
2767,LS Mek,3090644-4,,,,,,Luoto,Luoto,Pohjanmaan maakunta,Henkilöstövuokraus,1,33129,Muu erikoiskoneiden ja -laitteiden korjaus ja huolto,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3331717,,,
2768,LT-Palvelut Oy,3497867-2,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4164156,,,
2769,LYD capital,1603399-0,,,,,,Vöyri,Vöyri,Pohjanmaan maakunta,Henkilöstövuokraus,1,,,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3039746,,,
2770,Labor Linkki Oy,3465477-4,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4128053,,,
2771,Lacom Invest Oy,3243136-6,,,,,,Jyväskylä,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/3684369,,,
2772,Lapan Oy,3227714-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,85,,10,,,https://www.finder.fi/yritys/3635508,,,
2773,Leevi Lindholm Oy,3408948-8,,,,,,Lappeenranta,Lappeenranta,Etelä-Karjalan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,11,1,,,,https://www.finder.fi/yritys/4064354,,,
2774,Leiex Oy,1615652-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,66300,Omaisuudenhoitotoiminta,Henkilöstövuokraus,Osakeyhtiö,81,,20,,,https://www.finder.fi/yritys/852067,,,
2775,Leif Keväänranta,2446667-3,,,,,,Kauhajoki,Kauhajoki,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2638879,,,
2776,Lekanet ky,2422374-3,,,,,,Kinnula,Kinnula,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/2567881,,,
2777,Lemcon HR Oy,0966069-7,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-3,,,https://www.finder.fi/yritys/1217056,,,
2778,Leoma Oy,3524076-8,,,,,,Ylivieska,Ylivieska,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4194286,,,
2779,Levap Oy,3477472-5,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4141525,,,
2780,Lieke henkilöstövuokraus,2405667-4,,,,,,Tampere,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,1,96230,"Kylpylä-, sauna- ja höyrysaunapalvelut",Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2590248,,,
2781,Light Field Oy,3096405-4,,,,,,Pori,Pori,Satakunnan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1,,,,,https://www.finder.fi/yritys/3338257,,,
2782,Light Laskutuspalvelut Oy,3341219-1,,,,,,Lohja,Lohja,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3977965,,,
2783,Lindman Worx avoin yhtiö,2769313-4,,,,,,Sipoo,Sipoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Avoin yhtiö,,,,,,https://www.finder.fi/yritys/3132291,,,
2784,Linkder Oy,3259571-5,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3762011,,,
2785,Lisävoima Oy,3419418-1,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4077422,,,
2786,Local Workers Mehtälä,3380039-7,,,,,,Vaala,Vaala,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4027896,,,
2787,Loisto Works Oy,3170618-8,,,,,,Hyvinkää,Hyvinkää,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3538697,,,
2788,Loivia Oy,2858042-2,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,-33,,,https://www.finder.fi/yritys/3188447,,,
2789,Lomia Oy,3494887-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4160893,,,
2790,Lomituspalvelu Salla Hytönen,2380044-9,,,,,,Saarijärvi,Saarijärvi,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2487348,,,
2791,Lopun Alku,1970316-0,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3145608,,,
2792,Louder LKV Oy,2800478-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,68310,Kiinteistöjä koskevat välityspalvelut,Henkilöstövuokraus,Osakeyhtiö,18,,-20,,,https://www.finder.fi/yritys/3154405,,,
2793,Luama Oy,3442040-9,,,,,,Tornio,Tornio,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4102036,,,
2794,Luoteen Katto&Perusta Oy,1994190-0,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,-23,,,https://www.finder.fi/yritys/897664,,,
2795,Luotto Henkilöstöpalvelut Oy,3153230-9,,,,,,Oulu,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3510350,,,
2796,Luvia Job Oy,3297955-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3841635,,,
2797,LuxSonOne Oy,3009223-3,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3309487,,,
2798,Lysander Oy,3178190-3,,,,,,Oulu,Oulu,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3551604,,,
2799,M. Urho Oy,3243547-1,,,,,,Laitila,Laitila,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3685685,,,
2800,M.H.J. Rakennus Ky,1820754-4,,,,,,Sipoo,Sipoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Kommandiittiyhtiö,,,,,,https://www.finder.fi/yritys/458775,,,
2801,M.K. Abyan Oy,3364765-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4008152,,,
2802,M.K. Finland Service Oy,3559941-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4230597,,,
2803,MB Hoitopalvelut Oy,3327868-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3960255,,,
2804,MHD Palvelut Oy,3393467-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4045505,,,
2805,MJP-Palvelu,1337497-6,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2916753,,,
2806,MQ Group Oy,3200532-4,,,,,,Tampere,Tampere,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,23,2,5,,,https://www.finder.fi/yritys/3576797,,,
2807,Maas Erik,3490394-5,,,,,,Asikkala,Asikkala,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4153622,,,
2808,Maaseudun Elli,2484926-0,,,,,,Kurikka,Kurikka,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2702263,,,
2809,MagiCare Oy,3397305-2,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,73112,Muu mainostoimistojen toiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4049929,,,
2810,Magnan Oy,1482578-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,79900,Muu varauspalvelutoiminta ja siihen liittyvä toiminta,Henkilöstövuokraus,Osakeyhtiö,,,-1,,,https://www.finder.fi/yritys/131010,,,
2811,Mahti A-Group Oy,3139883-2,,,,,,Sipoo,Sipoo,Uudenmaan maakunta,Henkilöstövuokraus,1,01430,Hevosten ja muiden hevoseläinten kasvatus,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3491683,,,
2812,Major Staffing Oy,3231554-1,,,,,,Jyväskylä,Jyväskylä,Keski-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3647031,,,
2813,ManPower unlimited Oy,3313558-5,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3867562,,,
2814,Manage Group Oy,3411086-5,,,,,,Turku,Turku,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4067609,,,
2815,Managex Group Oy,3286132-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3819458,,,
2816,Managex Hr Oy,3364708-9,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4008122,,,
2817,Mapajo Oy,2369451-9,,,,,,Inkoo,Inkoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1,,-1,,,https://www.finder.fi/yritys/2471737,,,
2818,Margo Invest Oy,3136305-8,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,181,,9,,,https://www.finder.fi/yritys/3487099,,,
2819,Marko Peuraniemi,2164374-2,,,,,,Hämeenkyrö,Hämeenkyrö,Pirkanmaan maakunta,Henkilöstövuokraus,1,49410,Tieliikenteen tavarankuljetus,Henkilöstövuokraus; Kuljetusliike,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1703049,,,
2820,Martti Savolainen,1664280-9,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/2600536,,,
2821,Mascuud palvelut,3552088-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/4221139,,,
2822,Master Henkilöstö Oy,3104768-8,,,,,,Vantaa,Vantaa,Uudenmaan maakunta,Henkilöstövuokraus,1,56111,Ruokaravintolat,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3346809,,,
2823,MaxGood Oy,3362182-3,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4005198,,,
2824,Me-Ca,1813992-4,,,,,,Raasepori,Raasepori,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1923522,,,
2825,Medi-B Oy,3104715-1,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,18,,-9,,,https://www.finder.fi/yritys/3346734,,,
2826,MediFire Oy,2263383-7,,,,,,Kuopio,Kuopio,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/2130020,,,
2827,MediRekry Oy,3240936-1,,,,,,Espoo,Espoo,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3678240,,,
2828,Mediaratas,3133764-2,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/3484383,,,
2829,Medicalist Oy,3515934-5,,,,,,Helsinki,Helsinki,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4186483,,,
